titulo|tipo_vehiculo|categoria|marca|modelo|año|precio|detalle|combustible|tipo_transmision|caja|kilometraje_km|ubicacion|tags|url_auto|tipo|pagina|img_urls
Chevrolet Traverse 2016|autos|camionetas-suv|Chevrolet|Traverse|2016|US$ 15,500|"Gasolina|Automática
Kilometraje:
40,000 Kms
Lima, Lima"|Gasolina|Automática||40000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/chevrolet-traverse-2016-1848817|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/736283/736283_3623046.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/736283/736283_4997440.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/736283/736283_1036499.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/736283/736283_5075786.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/736283/736283_9871857.webp']
Suzuki Vitara 2023|autos|camionetas-suv|Suzuki|Vitara|2023|US$ 22,300|"Gasolina|Automática
Kilometraje:
7,951 Kms
Lima, Lima"|Gasolina|Automática||7951.0|Lima, Lima|MOTOR ECONÓMICO|https://neoauto.com/auto/seminuevo/suzuki-vitara-2023-1844466|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_8097038.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_3361116.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_4643228.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_4759752.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_7428665.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_3983953.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_4601695.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_7078449.webp']
Chevrolet Tracker 2021|autos|camionetas-suv|Chevrolet|Tracker|2021|US$ 15,000|"Gasolina|Mecánica
Kilometraje:
40,000 Kms
Lima, Lima
CHEVROLET TRACKER MECANICO MOTOR 1.2 TURBO"|Gasolina|Mecánica||40000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/chevrolet-tracker-2021-1846945|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_7122001.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_6826922.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_1089663.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_7998680.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_7199013.webp']
Mazda Cx-5 2022|autos|camionetas-suv|Mazda|Cx-5|2022|US$ 22,990|"Gasolina|Mecánica
Kilometraje:
41,000 Kms
Lima, Lima"|Gasolina|Mecánica||41000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mazda-cx-5-2022-1837990|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4609664.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_9794601.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_8504547.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_9989063.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2355122.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_8179657.webp']
Bmw X3 30e 2024|autos|camionetas-suv|BMW|X3 30e|2024|US$ 59,991|"Híbrido|Automática
Kilometraje:
18,515 Kms
Lima, Lima
BMW X3 30e Híbrido Paquete Xline"|Híbrido|Automática||18515.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-x3-30e-2024-1838492|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_2775481.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_7569337.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_5006714.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_9591843.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_1611274.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_8351953.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_8325739.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_8275896.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_3203999.webp']
Mini Countryman Cooper 2024|autos|camionetas-suv|Mini|Countryman Cooper|2024|US$ 42,991|"Híbrido|Automática
Kilometraje:
15,359 Kms
Lima, Lima
MINI Countryman Cooper SE ALL4 Híbrido"|Híbrido|Automática||15359.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mini-countryman-cooper-2024-1850417|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_3677600.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_4462024.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_8863014.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_7506782.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_7833711.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_5500882.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_1435316.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_5626950.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_4564142.webp']
Audi E-Tron 2023|autos|camionetas-suv|Audi|E-Tron|2023|US$ 67,900|"Eléctrico|Automática
Kilometraje:
22,000 Kms
Lima, Lima"|Eléctrico|Automática||22000.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/audi-e-tron-2023-1848409|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_6994582.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_9020024.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_9512649.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_3896471.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_7384717.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_9935306.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_6904995.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_9930131.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_5967286.webp']
Kia K3 2025|autos|camionetas-suv|Kia|K3|2025|US$ 17,990|"Gas GLP|Automática - Secuencial
Kilometraje:
32,500 Kms
Lima, Lima"|Gas Glp|Automática|Secuencial|32500.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/kia-k3-2025-1851013|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4206821.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_9979877.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_8530528.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_9387771.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4902108.webp']
Jeep Compass 2020|autos|camionetas-suv|Jeep|Compass|2020|US$ 18,500|"Gasolina|Automática
Kilometraje:
104,840 Kms
Lima, Lima"|Gasolina|Automática||104840.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/jeep-compass-2020-1848819|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/736283/736283_7473232.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/736283/736283_3546559.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/736283/736283_3137203.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/736283/736283_4450979.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/736283/736283_9538175.webp']
Porsche Cayenne Coupe E-Hybrid 2021|autos|camionetas-suv|Porsche|Cayenne Coupe E-Hybrid|2021|US$ 84,900|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
25,500 Kms
Lima, Lima
PORSCHE CAYENNE COUPE E HYBRID"|Gasolina-Híbrido|Automática|Secuencial|25500.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/porsche-cayenne-coupe-e-hybrid-2021-1851237|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_3069622.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_2138971.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_9043627.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_6125134.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_6066674.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_8637183.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_6910117.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_7572061.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_1320819.webp']
Honda Zr-V 2024|autos|camionetas-suv|Honda|Zr-V|2024|US$ 29,500|"Gasolina|Automática
Kilometraje:
10,553 Kms
Lima, Lima"|Gasolina|Automática||10553.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/honda-zr-v-2024-1850396|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_3672632.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_1545962.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_5905588.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_8310393.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_3889668.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_3793840.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_9647869.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_5061152.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_6208505.webp']
Kia Niro 2023|autos|camionetas-suv|Kia|Niro|2023|US$ 26,990|"Híbrido|Automática - Secuencial
Kilometraje:
51,000 Kms
Lima, Lima"|Híbrido|Automática|Secuencial|51000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/kia-niro-2023-1848607|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2185200.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_3390088.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6346166.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_5829711.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_1197662.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_1984291.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6006258.webp']
Bmw X7 40i 2024|autos|camionetas-suv|BMW|X7 40i|2024|US$ 102,991|"Gasolina|Automática
Kilometraje:
16,816 Kms
Lima, Lima
BMW X7 40i Executive 3ra Fila De Asientos"|Gasolina|Automática||16816.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-x7-40i-2024-1845825|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_5435478.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_6637140.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_3793923.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_6750982.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_9530697.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_2074064.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_8619907.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_1735845.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_4523778.webp']
Mazda Cx-5 2020|autos|camionetas-suv|Mazda|Cx-5|2020|US$ 22,000|"Gasolina|Automática
Kilometraje:
33,800 Kms
Lima, Lima"|Gasolina|Automática||33800.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mazda-cx-5-2020-1848234|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_2900094.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_5408075.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_6770333.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_8596711.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_6523702.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_8047279.webp']
Mazda Cx-9 2023|autos|camionetas-suv|Mazda|Cx-9|2023|US$ 39,000|"Gasolina|Automática
Kilometraje:
20,033 Kms
Lima, Lima
MAZDA CX9 VERSION HIGH AÑO 2023 MOTOR 2.5 AUTOMATICA"|Gasolina|Automática||20033.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mazda-cx-9-2023-1846970|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_8374238.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_3188118.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_6267986.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_9969266.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_6557946.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_6002845.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_2142143.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_2848628.webp']
Volkswagen Tiguan 2020|autos|camionetas-suv|Volkswagen|Tiguan|2020|US$ 20,900|"Gasolina|Automática - Secuencial
Kilometraje:
56,500 Kms
Arequipa, Arequipa"|Gasolina|Automática|Secuencial|56500.0|Arequipa, Arequipa|MOTOR ECONÓMICO|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-2020-1842801|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5942155.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_6660942.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_8637924.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_8654455.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_6105671.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_9282326.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_8798820.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_9812390.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_3151316.webp']
Suzuki Grand Nomade 2019|autos|camionetas-suv|Suzuki|Grand Nomade|2019|US$ 15,000|"Gasolina|Mecánica
Kilometraje:
85,879 Kms
Lima, Lima"|Gasolina|Mecánica||85879.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/suzuki-grand-nomade-2019-1844473|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_8816938.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_1895678.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_2009625.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_7587279.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_3082594.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_3002452.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_3393634.webp']
Nissan Kicks 2017|autos|camionetas-suv|Nissan|Kicks|2017|US$ 15,000|"Gasolina|Automática
Kilometraje:
71,026 Kms
Lima, Lima
NISSAN KICKS AÑO 2017 EXCLUSIVE AUTOMATICO"|Gasolina|Automática||71026.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/nissan-kicks-2017-1838493|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=23|['https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_5057913.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_4023503.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_5488776.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_2225053.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_5184864.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_7159473.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_4681943.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_2891364.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_9026701.webp']
Mercedes Benz Amg Gle 43 4matic 2019|autos|camionetas-suv|Mercedes Benz|Amg Gle 43 4matic|2019|US$ 50,000|"Gasolina|Automática
Kilometraje:
89,093 Kms
Lima, Lima"|Gasolina|Automática||89093.0|Lima, Lima|SERVICIO CONCESIONARIO|https://neoauto.com/auto/seminuevo/mercedes-benz-amg-gle43-4matic-2019-1844565|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=23|['https://cdn.neoauto.com/elements/autos_usados/196x165/757187/757187_8751947.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/757187/757187_1657018.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/757187/757187_3558559.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/757187/757187_1889309.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/757187/757187_9714330.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/757187/757187_8289389.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/757187/757187_3362818.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/757187/757187_7044398.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/757187/757187_9657258.webp']
Kia Niro 2024|autos|camionetas-suv|Kia|Niro|2024|US$ 29,990|"Eléctrico|Automática - Secuencial
Kilometraje:
7,000 Kms
Lima, Lima"|Eléctrico|Automática|Secuencial|7000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/kia-niro-2024-1847018|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=23|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2022246.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_7375434.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6636939.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_9464225.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2642420.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6272671.webp']
